brand,brand-href,product,product-href,name,price,save,available,image-src,pagination,pagination-href,productId,brandName,category
Wagner (30),https://www.chemistwarehouse.com.au/Shop-Online/889/Wagner,"Wagner Total Calcium Complete 150 Tablets 
  
  $15.24    
  
  
  
   

    
  SAVE  $15.25",https://www.chemistwarehouse.com.au/buy/64412/Wagner-Total-Calcium-Complete-150-Tablets,Wagner Total Calcium Complete 150 Tablets,15.24,15.25,InStock,https://static.chemistwarehouse.com.au/ams/media/productimages/64412/200.jpg,,,64412,Wagner,Wagner Bone and Joint Health